screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,RT @NCEmergency: Flash flood warnings and flooded roadways are being seen this morning from the heavy rains of #HurricaneFlorence. Never dr…,Fri Sep 14 08:16:26 +0000 2018,1040514597227307010,flash flood,flooded roadways,heavy rains,hurricaneflorence,morning,flash flood,flood warnings,flooded roadways,heavy rains,morning heavy
reprichhudson,RT @BillieJeanTV: Dangerous water levels at the Catawba River ahead of #HurricaneFlorence. York County officials are concerned about floodi…,Fri Sep 14 03:55:31 +0000 2018,1040448933732995073,water levels,concerned,county,dangerous,hurricaneflorence,catawba river,concerned floodi,dangerous water,officials concerned,river ahead
reprichhudson,RT @AnthonyABC11: An army of emergency workers and power crews from other states stands ready to assist North Carolinians affected by #Hurr…,Fri Sep 14 03:51:51 +0000 2018,1040448013402075136,north carolinians,power crews,ready assist,stands ready,affected,army emergency,crews states,north carolinians,stands ready,states stands
reprichhudson,@frank97812765 @DukeEnergy Call your Senators and tell them we need a vote!,Thu Sep 13 23:35:45 +0000 2018,1040383561822601223,need vote,tell,,,,need vote,senators tell,tell need,,
reprichhudson,Today between votes I visited @fema’s National Response Coordination Center to be briefed on the ongoing federal efforts in support of #HurricaneFlorerence preparations &amp; response. A huge thanks to everyone who is working around the clock to serve &amp; protect our great state #ncwx https://t.co/dCKlvRbeSe,Thu Sep 13 21:02:40 +0000 2018,1040345038214057984,efforts support,s national,working clock,briefed,center,center briefed,federal efforts,response coordination,serve protect,state ncwx
reprichhudson,RT @RachaelRiley85: Non emergency calls for @CityOfFayNC and @CumberlandNC during #florencehurricane is 910-678-7657. https://t.co/eSOGBpfz…,Thu Sep 13 19:36:36 +0000 2018,1040323380489187328,calls,emergency,non,,,calls florencehurricane,emergency calls,non emergency,,
reprichhudson,RT @NC_Governor: RETWEET THIS: Shelters are continuing to open across North Carolina. An updated list of shelters can be found here: https:…,Thu Sep 13 19:36:09 +0000 2018,1040323265644900352,continuing open,list shelters,north carolina,open north,shelters continuing,carolina updated,north carolina,open north,retweet shelters,shelters continuing
reprichhudson,RT @DukeEnergy: Remember: Never approach downed power lines. Any downed line could be charged. Stay back at least 33 ft. from wires or anyt…,Thu Sep 13 19:14:03 +0000 2018,1040317705927229440,downed power,power lines,approach,charged,remember,charged stay,downed line,downed power,ft wires,line charged
reprichhudson,"RT @NWSMoreheadCity: Category of the storm is only related to wind, it does not tell you about all of the impacts with a #hurricane like #f…",Thu Sep 13 17:48:10 +0000 2018,1040296091193888768,does,hurricane,impacts,like,related,does tell,hurricane like,impacts hurricane,like f,related wind
reprichhudson,"#HurricaneFlorerence @DukeEnergy customers who experience an outage can report it by:

•Visiting https://t.co/XzoxVlAKEs on a computer or mobile device
•Texting OUT to 57801 (standard text &amp; data charges may apply)
•Calling the automated outage-reporting system at 800-769-3766",Thu Sep 13 14:36:04 +0000 2018,1040247747394318336,apply,calling,charges,customers,experience,apply calling,device texting,hurricaneflorerence customers,outage report,visiting computer
reprichhudson,"In NC, charging high prices for goods &amp; services during a disaster can be illegal, in violation of the state’s anti-price-gouging laws. 

Learn how to report this illegal activity here: https://t.co/ZBlDAV4HGN",Thu Sep 13 13:41:36 +0000 2018,1040234039574257664,state s,activity,disaster,high,illegal,anti-price-gouging laws,goods services,laws learn,learn report,nc charging
reprichhudson,"RT @NWSMoreheadCity: A tornado watch has been issued through early tonight for Eastern NC, as #Florence approaches the coast. Tropical torn…",Thu Sep 13 13:10:04 +0000 2018,1040226106417324032,eastern nc,nc florence,approaches,coast,early,eastern nc,florence approaches,issued early,coast,tonight
reprichhudson,"#HurricaneFlorence may have downgraded, but this is still a monster storm - bigger than NC! It is expected to stall and hang around our state, dumping up to 40 inches of rain in some areas and causing catastrophic flooding. Stay alert and heed the direction of local officials. https://t.co/NnRsytiiaM",Thu Sep 13 12:44:40 +0000 2018,1040219710619627520,catastrophic flooding,inches rain,local officials,stay alert,areas,bigger nc,expected stall,heed direction,hurricaneflorence downgraded,rain areas
reprichhudson,RT @weatherchannel: .@parkertwc shows us what up to 9 feet or more of storm surge from #Hurricane #Florence could look like along the Carol…,Thu Sep 13 01:36:18 +0000 2018,1040051513488535552,hurricane florence,look like,storm surge,feet,shows,florence look,hurricane florence,like carol,look like,shows feet
reprichhudson,"I’m continuing to monitor #HurricanceFlorence &amp; working closely with federal partners, state and local officials, and emergency managers. We are praying for the best, but preparing for the worst.

Here are important contact info &amp; resources ➡️ 
https://t.co/SGPS8cQwKO

#ncwx",Wed Sep 12 20:32:40 +0000 2018,1039975100982996992,best preparing,contact info,continuing monitor,emergency managers,federal partners,emergency managers,federal partners,hurricanceflorence working,important contact,info resources
reprichhudson,"RT @Readygov: As you do last-minute #Florence preparations, check on your neighbors to see if they’re alright and if they need help for the…",Wed Sep 12 20:24:38 +0000 2018,1039973077529120770,need help,check,florence,neighbors,preparations,alright need,check neighbors,florence preparations,last-minute florence,neighbors alright
reprichhudson,Click the image below to follow a list of emergency management accounts for live updates as we continue to track and prepare for #HurricaneFlorerence https://t.co/26UMNfyy0H,Wed Sep 12 18:37:04 +0000 2018,1039946010968162304,emergency management,follow list,image follow,list emergency,management accounts,click image,continue track,list emergency,management accounts,prepare hurricaneflorerence
reprichhudson,RT @ncdhhs: Do you have enough of your medications on hand if the power is out for several days and your pharmacy is closed? Don’t wait to…,Wed Sep 12 17:46:18 +0000 2018,1039933232823840768,don t,t wait,closed,hand,medications,pharmacy closed,t wait,don,hand,medications
reprichhudson,"RT @fema: We have created a rumor control page for Hurricane #Florence that will be updated regularly. During disasters, it’s critical to a…",Wed Sep 12 17:15:27 +0000 2018,1039925470429675522,hurricane florence,control,created,critical,disasters,control page,florence updated,hurricane florence,page hurricane,regularly disasters
reprichhudson,RT @RepDavidRouzer: Tap the image below to follow this list of emergency management accounts for live updates as we track #FlorenceNC #Hurr…,Wed Sep 12 16:30:25 +0000 2018,1039914135608348674,emergency management,follow list,image follow,list emergency,management accounts,florencenc hurr,list emergency,management accounts,tap image,track florencenc
reprichhudson,"RT @NCEmergency: Secretary of NCHHS: Three things to remember: Please make sure you have food, water and medicines with you. Do not drive t…",Wed Sep 12 16:04:54 +0000 2018,1039907713877204992,food water,drive,medicines,remember,secretary,drive t,medicines drive,secretary nchhs,water medicines,food
reprichhudson,"RT @fema: If you need to evacuate for Hurricane #Florence, today is your last day to go before the storm arrives. You can text SHELTER and…",Wed Sep 12 14:59:37 +0000 2018,1039891286487130113,hurricane florence,need,shelter,storm,text,evacuate hurricane,hurricane florence,need evacuate,arrives,shelter
reprichhudson,RT @FO_Woolverton: Cumberland County #HurricanceFlorence nonemergency number is 910-678-7657 https://t.co/CzzagBeBze,Wed Sep 12 13:59:01 +0000 2018,1039876035179933697,cumberland county,hurricanceflorence,number,,,county hurricanceflorence,cumberland county,hurricanceflorence nonemergency,nonemergency number,
reprichhudson,"🏠 SHELTER INFORMATION: Shelters are continuing to open across North Carolina. Find those locations here or call 2-1-1. 🏠

https://t.co/D6HaEePbFw

#HurricaneFlorence #HurricaneFlorenceNC #ncwx",Wed Sep 12 13:58:50 +0000 2018,1039875991085244416,continuing open,information shelters,north carolina,open north,shelters continuing,carolina locations,shelter information,shelters continuing,hurricaneflorence,ncwx
reprichhudson,"RT @CityOfFayNC: Getting ready for Hurricane Update. Streaming live on CityofFayNC Facebook. Shelter info, information line, and more. http…",Wed Sep 12 13:55:14 +0000 2018,1039875083819540481,getting ready,facebook,hurricane,info,line,facebook shelter,getting ready,information line,cityoffaync,
reprichhudson,"Download the ReadyNC app for the latest traffic, shelters &amp; flood gauge info. For those who don't have access to the app, visit https://t.co/3vCPx9oDFG. You can also call 2-1-1 for shelters, food &amp; water, and storm recovery help. #HurricanefFlorence #NCwx",Wed Sep 12 13:55:01 +0000 2018,1039875027137712128,food water,readync app,shelters food,storm recovery,visit shelters,food water,gauge info,hurricanefflorence ncwx,info don't,readync app
reprichhudson,RT @NCDOT: Traveling inland from the coast?  There are many alternatives to get you where you're going. Check out the routes: https://t.co/…,Wed Sep 12 12:48:43 +0000 2018,1039858343806947329,check,coast,going,you're,,alternatives you're,check routes,coast alternatives,inland coast,traveling inland
reprichhudson,RT @NWS: We cannot stress this enough: #Florence poses a very serious threat to people who live far away from the coast. Heavy &amp; long-lasti…,Wed Sep 12 12:46:56 +0000 2018,1039857895503024129,away,coast,far,florence,heavy,away coast,florence poses,poses threat,stress florence,far
reprichhudson,"RT @fayobserver: This is it y'all! Time to lock down your emergency kits, evacuation plans, charge your batteries and hunker down: https://…",Wed Sep 12 12:21:11 +0000 2018,1039851413403250688,emergency kits,evacuation,lock,plans,,batteries hunker,charge batteries,emergency kits,lock emergency,evacuation
reprichhudson,"RT @realDonaldTrump: Hurricane Florence is looking even bigger than anticipated. It will be arriving soon. FEMA, First Responders and Law E…",Wed Sep 12 12:17:22 +0000 2018,1039850454161805315,hurricane florence,bigger,fema,law,looking,anticipated arriving,bigger anticipated,fema responders,florence looking,hurricane florence
reprichhudson,RT @WNCN: ICYMI: Shelters opening up across central NC as #HurricaneFlorence approaches https://t.co/jkazZBKm2V,Wed Sep 12 01:49:08 +0000 2018,1039692353001406469,shelters opening,approaches,central,hurricaneflorence,icymi,central nc,hurricaneflorence approaches,icymi shelters,nc hurricaneflorence,opening central
reprichhudson,RT @NC_Governor: RETWEET THIS: Here is a list of shelters opening to take in people displaced by evacuations: https://t.co/DAQVCCj0fo,Wed Sep 12 01:38:10 +0000 2018,1039689592788668418,list shelters,shelters opening,displaced,evacuations,retweet,displaced evacuations,list shelters,shelters opening,retweet,
reprichhudson,"RT @SenThomTillis: UPDATE: 15 NC counties have evacuation orders. Even if your county doesn’t have a mandatory evacuation order, please put…",Tue Sep 11 20:05:23 +0000 2018,1039605847553392640,evacuation order,mandatory evacuation,counties,county,orders,counties evacuation,county doesn,doesn t,mandatory evacuation,nc counties
reprichhudson,"RT @NCEmergency: Current County Evacuation Map &amp; Details

Please continue to follow social media and visit this website for updated details…",Tue Sep 11 19:46:49 +0000 2018,1039601175925088257,updated details,continue,county,current,evacuation,county evacuation,current county,evacuation map,follow social,map details
reprichhudson,"🚨🏠Shelters in some areas are scheduled to begin opening later today. For the latest information on shelters, visit https://t.co/3UP930B78S. As shelters open, they will appear in the ReadyNC app. 🏠🚨",Tue Sep 11 18:46:16 +0000 2018,1039585937439842306,information shelters,readync app,visit shelters,areas,begin,areas scheduled,information shelters,opening later,readync app,shelters open
reprichhudson,"RT @CLTMotorSpdwy: ALERT: In advance of #HurricaneFlorence, we are opening our campgrounds to anyone evacuating the storms. 

DETAILS: http…",Tue Sep 11 17:42:35 +0000 2018,1039569911088115713,advance,alert,details,evacuating,hurricaneflorence,advance hurricaneflorence,alert advance,campgrounds evacuating,evacuating storms,hurricaneflorence opening
reprichhudson,"RT @NateMorabito: Just interviewed a former state trooper who lived through Katrina and Rita. His advice, if you get a generator, lock it u…",Tue Sep 11 17:39:38 +0000 2018,1039569166561361920,advice,generator,just,lived,lock,advice generator,generator lock,lived katrina,lock u,rita advice
reprichhudson,"🚨Important numbers for during &amp; after #HurricaneFlorence 🚨 

Dial 9-1-1 if you are in danger &amp; in need of immediate assistance. 

Dial 2-1-1 to reach a live call specialist who has information about community resources, shelters, food, water and other storm recovery resources.",Tue Sep 11 16:44:43 +0000 2018,1039555347315412992,community resources,food water,immediate assistance,need immediate,recovery resources,food water,hurricaneflorence dial,information community,need immediate,recovery resources
